Latitude (decimal degrees):	44.852
Longitude (decimal degrees):	11.207
Elevation (m):	14
Radiation database:	PVGIS-SARAH3


Slope: 39 deg. (optimum)
Azimuth: 0 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	6.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20231110:2010,0.0,0.0,0.0,0.0,0.0,10.15,2.9,0.0
20231110:2110,0.0,0.0,0.0,0.0,0.0,9.45,2.97,0.0
20231110:2210,0.0,0.0,0.0,0.0,0.0,8.96,3.1,0.0
20231110:2310,0.0,0.0,0.0,0.0,0.0,8.6,3.31,0.0
20231111:0010,0.0,0.0,0.0,0.0,0.0,8.21,3.38,0.0
20231111:0110,0.0,0.0,0.0,0.0,0.0,7.81,3.1,0.0
20231111:0210,0.0,0.0,0.0,0.0,0.0,7.35,2.69,0.0
20231111:0310,0.0,0.0,0.0,0.0,0.0,6.79,2.41,0.0
20231111:0410,0.0,0.0,0.0,0.0,0.0,6.17,2.07,0.0
20231111:0510,0.0,0.0,0.0,0.0,0.0,5.46,1.93,0.0
20231111:0610,0.0,0.0,0.0,0.0,0.0,4.8,1.86,0.0
20231111:0710,1457.22,211.22,83.2,2.66,8.97,4.88,1.31,0.0
20231111:0810,2700.18,417.02,129.98,5.86,16.89,7.67,1.31,0.0
20231111:0910,3538.26,591.28,149.73,8.47,23.03,9.7,1.59,0.0
20231111:1010,4026.3,717.23,152.44,10.19,26.79,11.55,1.72,0.0
20231111:1110,4051.14,722.47,161.51,10.48,27.72,12.99,1.72,0.0
20231111:1210,3820.26,669.15,155.85,9.63,25.7,14.13,2.0,0.0
20231111:1310,3250.86,546.85,140.42,7.67,20.99,14.69,2.07,0.0
20231111:1410,2204.22,341.36,116.29,4.69,14.12,14.81,1.79,0.0
20231111:1510,704.22,110.51,48.9,1.39,5.66,14.1,1.31,0.0
20231111:1610,0.0,0.0,0.0,0.0,0.0,12.33,1.52,0.0
20231111:1710,0.0,0.0,0.0,0.0,0.0,10.11,1.59,0.0
20231111:1810,0.0,0.0,0.0,0.0,0.0,8.51,1.66,0.0
20231111:1910,0.0,0.0,0.0,0.0,0.0,8.46,1.38,0.0
20231111:2010,0.0,0.0,0.0,0.0,0.0,9.97,0.41,0.0
20231111:2110,0.0,0.0,0.0,0.0,0.0,9.5,0.69,0.0
20231111:2210,0.0,0.0,0.0,0.0,0.0,6.92,1.24,0.0
20231111:2310,0.0,0.0,0.0,0.0,0.0,5.95,1.24,0.0
20231112:0010,0.0,0.0,0.0,0.0,0.0,5.09,1.45,0.0
20231112:0110,0.0,0.0,0.0,0.0,0.0,5.06,1.66,0.0
20231112:0210,0.0,0.0,0.0,0.0,0.0,4.93,1.79,0.0
20231112:0310,0.0,0.0,0.0,0.0,0.0,5.09,1.72,0.0
20231112:0410,0.0,0.0,0.0,0.0,0.0,5.39,1.66,0.0
20231112:0510,0.0,0.0,0.0,0.0,0.0,5.91,1.59,0.0
20231112:0610,0.0,0.0,0.0,0.0,0.0,6.43,1.45,0.0
20231112:0710,187.92,6.36,43.72,1.12,8.73,7.02,1.38,0.0
20231112:0810,375.18,2.34,84.71,2.15,16.64,8.47,1.1,0.0
20231112:0910,817.02,23.1,148.38,3.87,22.76,9.79,1.31,0.0
20231112:1010,1250.4,58.21,197.18,5.3,26.51,11.29,1.72,0.0
20231112:1110,3796.62,624.24,186.29,9.81,27.45,12.12,1.93,0.0
20231112:1210,2682.3,326.95,225.45,7.67,25.44,12.72,1.79,0.0
20231112:1310,1628.7,151.48,180.33,5.25,20.75,12.67,1.59,0.0
20231112:1410,1782.72,239.86,125.77,4.14,13.9,12.64,1.45,0.0
20231112:1510,578.64,88.8,44.22,1.23,5.47,12.45,1.03,0.0
20231112:1610,0.0,0.0,0.0,0.0,0.0,11.56,1.24,0.0
20231112:1710,0.0,0.0,0.0,0.0,0.0,10.49,1.52,0.0
20231112:1810,0.0,0.0,0.0,0.0,0.0,9.5,1.66,0.0
20231112:1910,0.0,0.0,0.0,0.0,0.0,8.41,1.59,0.0
20231112:2010,0.0,0.0,0.0,0.0,0.0,8.62,1.52,0.0
20231112:2110,0.0,0.0,0.0,0.0,0.0,8.57,1.52,0.0
20231112:2210,0.0,0.0,0.0,0.0,0.0,7.67,1.38,0.0
20231112:2310,0.0,0.0,0.0,0.0,0.0,7.08,1.31,0.0
20231113:0010,0.0,0.0,0.0,0.0,0.0,6.58,1.38,0.0
20231113:0110,0.0,0.0,0.0,0.0,0.0,6.82,1.03,0.0
20231113:0210,0.0,0.0,0.0,0.0,0.0,6.51,1.1,0.0
20231113:0310,0.0,0.0,0.0,0.0,0.0,5.78,1.59,0.0
20231113:0410,0.0,0.0,0.0,0.0,0.0,5.7,1.66,0.0
20231113:0510,0.0,0.0,0.0,0.0,0.0,5.27,1.72,0.0
20231113:0610,0.0,0.0,0.0,0.0,0.0,5.03,1.66,0.0
20231113:0710,875.88,107.45,75.08,2.03,8.49,5.17,0.97,0.0
20231113:0810,2228.4,308.48,140.13,5.1,16.38,7.73,0.9,0.0
20231113:0910,2995.14,446.96,177.65,7.49,22.49,10.02,0.62,0.0
20231113:1010,3666.0,632.87,165.15,9.41,26.24,11.65,0.55,0.0
20231113:1110,3662.64,642.66,172.68,9.72,27.18,13.18,0.07,0.0
20231113:1210,2751.54,364.19,218.09,7.78,25.19,14.03,0.48,0.0
20231113:1310,372.36,0.0,88.76,2.24,20.52,14.48,0.69,0.0
20231113:1410,1396.86,168.84,121.74,3.64,13.7,14.59,1.17,0.0
20231113:1510,220.86,26.22,33.35,0.87,5.29,13.93,1.31,0.0
20231113:1610,0.0,0.0,0.0,0.0,0.0,12.66,1.66,0.0
20231113:1710,0.0,0.0,0.0,0.0,0.0,11.26,1.59,0.0
20231113:1810,0.0,0.0,0.0,0.0,0.0,10.09,1.66,0.0
20231113:1910,0.0,0.0,0.0,0.0,0.0,9.34,1.17,0.0
20231113:2010,0.0,0.0,0.0,0.0,0.0,8.7,1.17,0.0
20231113:2110,0.0,0.0,0.0,0.0,0.0,8.95,0.34,0.0
20231113:2210,0.0,0.0,0.0,0.0,0.0,8.48,0.62,0.0
20231113:2310,0.0,0.0,0.0,0.0,0.0,7.11,1.38,0.0
20231114:0010,0.0,0.0,0.0,0.0,0.0,7.91,0.41,0.0
20231114:0110,0.0,0.0,0.0,0.0,0.0,7.78,0.41,0.0
20231114:0210,0.0,0.0,0.0,0.0,0.0,7.28,0.76,0.0
20231114:0310,0.0,0.0,0.0,0.0,0.0,7.85,0.55,0.0
20231114:0410,0.0,0.0,0.0,0.0,0.0,7.78,0.41,0.0
20231114:0510,0.0,0.0,0.0,0.0,0.0,7.95,0.07,0.0
20231114:0610,0.0,0.0,0.0,0.0,0.0,6.98,1.31,0.0
20231114:0710,268.08,16.68,49.56,1.27,8.25,6.69,1.03,0.0
20231114:0810,352.98,2.4,80.28,2.03,16.13,8.05,0.83,0.0
20231114:0910,696.06,14.96,134.16,3.46,22.23,10.04,0.48,0.0
20231114:1010,2600.88,315.7,227.06,7.62,25.97,11.69,0.21,0.0
20231114:1110,3502.56,568.53,190.46,9.23,26.92,13.15,0.76,0.0
20231114:1210,2183.22,234.98,218.08,6.79,24.94,14.02,0.62,0.0
20231114:1310,1696.56,174.04,176.32,5.25,20.3,14.45,0.83,0.0
20231114:1410,1902.72,279.9,114.32,4.11,13.5,14.56,1.45,0.0
20231114:1510,444.06,67.75,38.65,1.05,5.11,14.07,1.59,0.0
20231114:1610,0.0,0.0,0.0,0.0,0.0,12.75,1.86,0.0
20231114:1710,0.0,0.0,0.0,0.0,0.0,11.59,2.14,0.0
20231114:1810,0.0,0.0,0.0,0.0,0.0,10.88,2.14,0.0
20231114:1910,0.0,0.0,0.0,0.0,0.0,9.39,2.07,0.0
20231114:2010,0.0,0.0,0.0,0.0,0.0,9.33,1.66,0.0
20231114:2110,0.0,0.0,0.0,0.0,0.0,9.46,0.28,0.0
20231114:2210,0.0,0.0,0.0,0.0,0.0,9.32,1.03,0.0
20231114:2310,0.0,0.0,0.0,0.0,0.0,9.14,1.24,0.0
20231115:0010,0.0,0.0,0.0,0.0,0.0,8.94,1.72,0.0
20231115:0110,0.0,0.0,0.0,0.0,0.0,8.81,2.0,0.0
20231115:0210,0.0,0.0,0.0,0.0,0.0,8.87,2.41,0.0
20231115:0310,0.0,0.0,0.0,0.0,0.0,9.09,2.83,0.0
20231115:0410,0.0,0.0,0.0,0.0,0.0,9.86,2.97,0.0
20231115:0510,0.0,0.0,0.0,0.0,0.0,10.1,2.83,0.0
20231115:0610,0.0,0.0,0.0,0.0,0.0,10.21,2.76,0.0
20231115:0710,29.82,0.0,15.09,0.38,8.02,9.76,2.28,0.0
20231115:0810,772.2,46.18,116.77,3.11,15.89,10.84,3.24,0.0
20231115:0910,342.06,0.0,81.66,2.06,21.97,12.16,3.72,0.0
20231115:1010,452.82,0.0,103.85,2.62,25.71,13.81,3.52,0.0
20231115:1110,1210.26,54.81,195.5,5.23,26.66,15.23,3.59,0.0
20231115:1210,3613.8,600.07,164.98,8.85,24.7,16.35,3.59,0.0
20231115:1310,3045.9,495.62,143.09,7.02,20.08,17.08,3.24,0.0
20231115:1410,1942.2,288.78,115.15,4.14,13.3,17.25,2.83,0.0
20231115:1510,492.06,79.38,37.96,1.05,4.94,16.27,2.28,0.0
20231115:1610,0.0,0.0,0.0,0.0,0.0,14.44,2.48,0.0
20231115:1710,0.0,0.0,0.0,0.0,0.0,12.92,2.34,0.0
20231115:1810,0.0,0.0,0.0,0.0,0.0,11.68,2.48,0.0
20231115:1910,0.0,0.0,0.0,0.0,0.0,11.48,2.76,0.0
20231115:2010,0.0,0.0,0.0,0.0,0.0,10.58,2.48,0.0
20231115:2110,0.0,0.0,0.0,0.0,0.0,9.38,2.07,0.0
20231115:2210,0.0,0.0,0.0,0.0,0.0,8.48,1.66,0.0
20231115:2310,0.0,0.0,0.0,0.0,0.0,8.4,1.38,0.0
20231116:0010,0.0,0.0,0.0,0.0,0.0,8.26,1.17,0.0
20231116:0110,0.0,0.0,0.0,0.0,0.0,6.75,1.45,0.0
20231116:0210,0.0,0.0,0.0,0.0,0.0,6.35,1.24,0.0
20231116:0310,0.0,0.0,0.0,0.0,0.0,6.81,0.9,0.0
20231116:0410,0.0,0.0,0.0,0.0,0.0,6.11,0.97,0.0
20231116:0510,0.0,0.0,0.0,0.0,0.0,5.34,1.17,0.0
20231116:0610,0.0,0.0,0.0,0.0,0.0,4.88,1.31,0.0
20231116:0710,916.44,119.22,72.2,1.92,7.79,6.11,1.03,0.0
20231116:0810,475.26,12.3,93.81,2.41,15.64,8.31,0.9,0.0
20231116:0910,919.02,39.12,152.98,4.05,21.71,11.21,1.03,0.0
20231116:1010,659.46,6.2,137.73,3.51,25.45,13.23,1.17,0.0
20231116:1110,793.5,12.26,158.48,4.07,26.41,14.45,1.03,0.0
20231116:1210,1762.32,152.68,212.29,6.1,24.46,15.03,0.83,0.0
20231116:1310,1553.28,147.97,174.89,5.03,19.86,15.39,0.69,0.0
20231116:1410,253.74,2.66,62.56,1.59,13.12,15.41,0.83,0.0
20231116:1510,184.74,24.14,28.1,0.74,4.77,14.93,0.69,0.0
20231116:1610,0.0,0.0,0.0,0.0,0.0,13.43,1.24,0.0
20231116:1710,0.0,0.0,0.0,0.0,0.0,11.86,1.66,0.0
20231116:1810,0.0,0.0,0.0,0.0,0.0,10.56,1.17,0.0
20231116:1910,0.0,0.0,0.0,0.0,0.0,10.43,0.9,0.0
20231116:2010,0.0,0.0,0.0,0.0,0.0,9.71,0.9,0.0
20231116:2110,0.0,0.0,0.0,0.0,0.0,8.56,1.72,0.0
20231116:2210,0.0,0.0,0.0,0.0,0.0,8.76,1.52,0.0
20231116:2310,0.0,0.0,0.0,0.0,0.0,9.09,1.86,0.0
20231117:0010,0.0,0.0,0.0,0.0,0.0,9.07,2.48,0.0
20231117:0110,0.0,0.0,0.0,0.0,0.0,8.96,2.69,0.0
20231117:0210,0.0,0.0,0.0,0.0,0.0,8.68,2.83,0.0
20231117:0310,0.0,0.0,0.0,0.0,0.0,8.7,2.97,0.0
20231117:0410,0.0,0.0,0.0,0.0,0.0,8.53,2.97,0.0
20231117:0510,0.0,0.0,0.0,0.0,0.0,8.3,3.03,0.0
20231117:0610,0.0,0.0,0.0,0.0,0.0,8.61,3.52,0.0
20231117:0710,1162.74,165.48,73.91,2.06,7.56,8.52,4.07,0.0
20231117:0810,2546.94,380.96,127.03,5.19,15.4,10.53,4.48,0.0
20231117:0910,3298.62,510.73,163.79,7.58,21.46,13.55,4.62,0.0
20231117:1010,3766.02,611.88,175.88,9.12,25.2,15.72,4.83,0.0
20231117:1110,3843.48,621.47,184.69,9.45,26.16,16.76,5.38,0.0
20231117:1210,3594.78,577.16,174.92,8.67,24.23,17.08,5.03,0.0
20231117:1310,2963.1,459.02,155.76,6.79,19.66,16.99,4.14,0.0
20231117:1410,1917.42,280.03,117.0,4.02,12.93,16.48,2.97,0.0
20231117:1510,436.32,69.89,35.52,0.96,4.61,15.14,2.14,0.0
20231117:1610,0.0,0.0,0.0,0.0,0.0,13.12,1.86,0.0
20231117:1710,0.0,0.0,0.0,0.0,0.0,11.19,1.72,0.0
20231117:1810,0.0,0.0,0.0,0.0,0.0,9.37,1.79,0.0
20231117:1910,0.0,0.0,0.0,0.0,0.0,10.4,0.62,0.0
20231117:2010,0.0,0.0,0.0,0.0,0.0,8.13,1.24,0.0
20231117:2110,0.0,0.0,0.0,0.0,0.0,6.45,1.72,0.0
20231117:2210,0.0,0.0,0.0,0.0,0.0,6.02,1.79,0.0
20231117:2310,0.0,0.0,0.0,0.0,0.0,5.61,1.79,0.0
20231118:0010,0.0,0.0,0.0,0.0,0.0,5.04,1.93,0.0
20231118:0110,0.0,0.0,0.0,0.0,0.0,4.81,2.14,0.0
20231118:0210,0.0,0.0,0.0,0.0,0.0,4.48,2.0,0.0
20231118:0310,0.0,0.0,0.0,0.0,0.0,4.22,1.79,0.0
20231118:0410,0.0,0.0,0.0,0.0,0.0,3.73,1.86,0.0
20231118:0510,0.0,0.0,0.0,0.0,0.0,3.43,1.93,0.0
20231118:0610,0.0,0.0,0.0,0.0,0.0,3.21,1.93,0.0
20231118:0710,1174.44,166.16,72.0,1.99,7.33,3.73,2.21,0.0
20231118:0810,1480.56,156.25,138.43,3.98,15.16,7.01,1.93,0.0
20231118:0910,3529.86,596.84,137.8,7.89,21.22,10.18,2.14,0.0
20231118:1010,3628.74,584.77,182.83,8.92,24.95,11.98,2.0,0.0
20231118:1110,3625.74,575.92,196.6,9.16,25.92,13.23,2.0,0.0
20231118:1210,3416.16,543.06,183.69,8.45,24.01,13.95,1.79,0.0
20231118:1310,2445.9,330.65,176.81,6.12,19.46,14.22,1.38,0.0
20231118:1410,1835.28,261.71,119.17,3.91,12.76,14.04,0.97,0.0
20231118:1510,631.92,108.4,36.75,1.05,4.46,13.26,0.69,0.0
20231118:1610,0.0,0.0,0.0,0.0,0.0,11.69,0.76,0.0
20231118:1710,0.0,0.0,0.0,0.0,0.0,10.1,1.03,0.0
20231118:1810,0.0,0.0,0.0,0.0,0.0,9.02,1.1,0.0
20231118:1910,0.0,0.0,0.0,0.0,0.0,6.41,1.86,0.0
20231118:2010,0.0,0.0,0.0,0.0,0.0,6.05,1.59,0.0
20231118:2110,0.0,0.0,0.0,0.0,0.0,7.56,0.83,0.0
20231118:2210,0.0,0.0,0.0,0.0,0.0,7.42,0.62,0.0
20231118:2310,0.0,0.0,0.0,0.0,0.0,6.47,0.83,0.0
20231119:0010,0.0,0.0,0.0,0.0,0.0,4.53,1.31,0.0
20231119:0110,0.0,0.0,0.0,0.0,0.0,4.11,1.1,0.0
20231119:0210,0.0,0.0,0.0,0.0,0.0,4.59,0.69,0.0
20231119:0310,0.0,0.0,0.0,0.0,0.0,4.78,0.21,0.0
20231119:0410,0.0,0.0,0.0,0.0,0.0,4.68,0.41,0.0
20231119:0510,0.0,0.0,0.0,0.0,0.0,4.12,0.76,0.0
20231119:0610,0.0,0.0,0.0,0.0,0.0,4.12,0.76,0.0
20231119:0710,1078.86,151.67,68.67,1.86,7.11,3.15,1.17,0.0
20231119:0810,2228.46,313.73,131.21,4.69,14.93,6.03,0.97,0.0
20231119:0910,3004.32,450.28,168.15,7.04,20.98,8.95,1.1,0.0
20231119:1010,3517.32,571.98,177.65,8.67,24.71,11.14,1.03,0.0
20231119:1110,2986.32,404.55,223.31,8.11,25.69,12.78,1.03,0.0
20231119:1210,2217.9,243.51,214.84,6.64,23.79,13.79,0.97,0.0
20231119:1310,2547.36,365.59,167.0,6.17,19.26,14.23,0.97,0.0
20231119:1410,1645.5,226.29,116.23,3.64,12.59,14.23,0.62,0.0
20231119:1510,217.2,32.02,27.15,0.72,4.31,13.58,0.34,0.0
20231119:1610,0.0,0.0,0.0,0.0,0.0,11.69,0.97,0.0
20231119:1710,0.0,0.0,0.0,0.0,0.0,10.06,1.17,0.0
20231119:1810,0.0,0.0,0.0,0.0,0.0,9.32,1.17,0.0
20231119:1910,0.0,0.0,0.0,0.0,0.0,9.44,0.34,0.0
20231119:2010,0.0,0.0,0.0,0.0,0.0,9.07,0.28,0.0
20231119:2110,0.0,0.0,0.0,0.0,0.0,8.56,0.41,0.0
20231119:2210,0.0,0.0,0.0,0.0,0.0,7.95,0.62,0.0
20231119:2310,0.0,0.0,0.0,0.0,0.0,7.42,0.69,0.0
20231120:0010,0.0,0.0,0.0,0.0,0.0,6.61,0.83,0.0
20231120:0110,0.0,0.0,0.0,0.0,0.0,5.95,0.83,0.0
20231120:0210,0.0,0.0,0.0,0.0,0.0,5.74,0.69,0.0
20231120:0310,0.0,0.0,0.0,0.0,0.0,5.27,0.69,0.0
20231120:0410,0.0,0.0,0.0,0.0,0.0,4.44,0.83,0.0
20231120:0510,0.0,0.0,0.0,0.0,0.0,3.7,1.03,0.0
20231120:0610,0.0,0.0,0.0,0.0,0.0,3.53,1.03,0.0
20231120:0710,128.64,3.9,33.54,0.85,6.89,4.24,0.62,0.0
20231120:0810,414.66,10.33,83.6,2.15,14.7,6.4,0.34,0.0
20231120:0910,1029.24,56.19,155.38,4.16,20.74,8.94,0.48,0.0
20231120:1010,653.76,6.38,135.13,3.44,24.47,10.81,0.76,0.0
20231120:1110,1014.42,35.68,176.1,4.63,25.46,12.33,0.83,0.0
20231120:1210,605.76,6.45,127.13,3.24,23.58,13.14,0.9,0.0
20231120:1310,550.68,11.59,111.33,2.86,19.08,13.4,1.1,0.0
20231120:1410,56.64,0.0,22.19,0.56,12.43,13.49,1.66,0.0
20231120:1510,14.04,0.0,10.65,0.27,4.17,12.97,1.72,0.0
20231120:1610,0.0,0.0,0.0,0.0,0.0,11.82,2.14,0.0
20231120:1710,0.0,0.0,0.0,0.0,0.0,11.15,2.21,0.0
20231120:1810,0.0,0.0,0.0,0.0,0.0,10.8,2.28,0.0
20231120:1910,0.0,0.0,0.0,0.0,0.0,9.47,1.79,0.0
20231120:2010,0.0,0.0,0.0,0.0,0.0,9.53,1.66,0.0
20231120:2110,0.0,0.0,0.0,0.0,0.0,9.43,1.79,0.0
20231120:2210,0.0,0.0,0.0,0.0,0.0,9.25,2.07,0.0
20231120:2310,0.0,0.0,0.0,0.0,0.0,9.31,2.0,0.0
20231121:0010,0.0,0.0,0.0,0.0,0.0,9.41,1.86,0.0
20231121:0110,0.0,0.0,0.0,0.0,0.0,9.66,1.66,0.0
20231121:0210,0.0,0.0,0.0,0.0,0.0,9.76,1.31,0.0
20231121:0310,0.0,0.0,0.0,0.0,0.0,9.82,0.83,0.0
20231121:0410,0.0,0.0,0.0,0.0,0.0,9.7,1.1,0.0
20231121:0510,0.0,0.0,0.0,0.0,0.0,9.6,1.03,0.0
20231121:0610,0.0,0.0,0.0,0.0,0.0,9.32,0.97,0.0
20231121:0710,324.24,32.04,46.18,1.16,6.67,8.43,1.52,0.0
20231121:0810,100.74,0.0,31.95,0.8,14.47,9.14,1.24,0.0
20231121:0910,317.58,0.0,76.33,1.92,20.51,9.78,1.17,0.0
20231121:1010,281.04,0.0,69.23,1.74,24.24,10.13,1.38,0.0
20231121:1110,912.06,25.35,164.84,4.29,25.23,10.91,1.72,0.0
20231121:1210,2500.32,296.63,210.15,6.84,23.38,11.2,2.14,0.0
20231121:1310,191.46,0.0,51.48,1.3,18.89,11.37,2.07,0.0
20231121:1410,29.52,0.0,15.09,0.38,12.27,11.41,1.86,0.0
20231121:1510,20.1,0.0,12.43,0.31,4.03,11.29,1.59,0.0
20231121:1610,0.0,0.0,0.0,0.0,0.0,10.97,1.79,0.0
20231121:1710,0.0,0.0,0.0,0.0,0.0,10.71,2.0,0.0
20231121:1810,0.0,0.0,0.0,0.0,0.0,10.34,2.14,0.0
20231121:1910,0.0,0.0,0.0,0.0,0.0,10.51,3.31,0.0
20231121:2010,0.0,0.0,0.0,0.0,0.0,10.12,2.76,0.0
20231121:2110,0.0,0.0,0.0,0.0,0.0,9.63,2.48,0.0
20231121:2210,0.0,0.0,0.0,0.0,0.0,9.21,2.41,0.0
20231121:2310,0.0,0.0,0.0,0.0,0.0,9.19,2.34,0.0
20231122:0010,0.0,0.0,0.0,0.0,0.0,9.01,2.28,0.0
20231122:0110,0.0,0.0,0.0,0.0,0.0,8.82,2.14,0.0
20231122:0210,0.0,0.0,0.0,0.0,0.0,8.43,2.21,0.0
20231122:0310,0.0,0.0,0.0,0.0,0.0,8.05,2.14,0.0
20231122:0410,0.0,0.0,0.0,0.0,0.0,7.57,2.0,0.0
20231122:0510,0.0,0.0,0.0,0.0,0.0,7.29,2.0,0.0
20231122:0610,0.0,0.0,0.0,0.0,0.0,7.06,2.0,0.0
20231122:0710,303.36,28.83,44.68,1.12,6.46,6.61,1.93,0.0
20231122:0810,2450.7,375.46,118.64,4.76,14.25,8.24,1.59,0.0
20231122:0910,3483.54,598.58,129.86,7.55,20.28,10.16,1.72,0.0
20231122:1010,3707.88,620.38,162.55,8.72,24.01,12.11,2.34,0.0
20231122:1110,3735.96,610.06,176.99,8.96,25.02,13.48,3.1,0.0
20231122:1210,3528.12,564.47,169.91,8.23,23.18,14.32,3.86,0.0
20231122:1310,2825.7,423.92,154.96,6.28,18.72,14.58,3.79,0.0
20231122:1410,1805.34,254.41,113.41,3.64,12.12,14.28,4.14,0.0
20231122:1510,287.58,47.13,26.93,0.72,3.9,13.61,3.93,0.0
20231122:1610,0.0,0.0,0.0,0.0,0.0,12.64,3.86,0.0
20231122:1710,0.0,0.0,0.0,0.0,0.0,12.08,3.79,0.0
20231122:1810,0.0,0.0,0.0,0.0,0.0,11.71,3.93,0.0
20231122:1910,0.0,0.0,0.0,0.0,0.0,11.94,4.07,0.0
20231122:2010,0.0,0.0,0.0,0.0,0.0,11.41,4.07,0.0
20231122:2110,0.0,0.0,0.0,0.0,0.0,10.74,3.79,0.0
20231122:2210,0.0,0.0,0.0,0.0,0.0,9.95,3.1,0.0
20231122:2310,0.0,0.0,0.0,0.0,0.0,9.12,2.55,0.0
20231123:0010,0.0,0.0,0.0,0.0,0.0,8.21,2.14,0.0
20231123:0110,0.0,0.0,0.0,0.0,0.0,6.95,1.72,0.0
20231123:0210,0.0,0.0,0.0,0.0,0.0,5.85,2.07,0.0
20231123:0310,0.0,0.0,0.0,0.0,0.0,5.26,2.07,0.0
20231123:0410,0.0,0.0,0.0,0.0,0.0,4.7,1.93,0.0
20231123:0510,0.0,0.0,0.0,0.0,0.0,4.1,1.86,0.0
20231123:0610,0.0,0.0,0.0,0.0,0.0,3.7,2.0,0.0
20231123:0710,980.4,139.87,62.66,1.59,6.25,4.05,1.66,0.0
20231123:0810,2310.66,337.14,125.34,4.56,14.03,6.33,1.1,0.0
20231123:0910,3036.48,462.92,164.81,6.88,20.06,9.44,1.1,0.0
20231123:1010,3567.96,589.79,172.58,8.54,23.79,10.86,0.97,0.0
20231123:1110,3528.72,560.36,193.02,8.72,24.81,11.73,1.17,0.0
20231123:1210,3382.26,537.4,178.08,8.07,22.99,12.39,1.52,0.0
20231123:1310,2816.16,427.17,156.23,6.28,18.55,12.71,1.72,0.0
20231123:1410,1738.74,242.82,113.48,3.55,11.97,12.62,1.72,0.0
20231123:1510,227.82,36.51,24.62,0.65,3.78,11.83,1.52,0.0
20231123:1610,0.0,0.0,0.0,0.0,0.0,10.34,1.72,0.0
20231123:1710,0.0,0.0,0.0,0.0,0.0,8.43,1.52,0.0
20231123:1810,0.0,0.0,0.0,0.0,0.0,7.9,1.1,0.0
20231123:1910,0.0,0.0,0.0,0.0,0.0,6.2,1.31,0.0
20231123:2010,0.0,0.0,0.0,0.0,0.0,6.74,0.97,0.0
20231123:2110,0.0,0.0,0.0,0.0,0.0,6.53,0.69,0.0
20231123:2210,0.0,0.0,0.0,0.0,0.0,6.12,0.55,0.0
20231123:2310,0.0,0.0,0.0,0.0,0.0,5.71,0.62,0.0
20231124:0010,0.0,0.0,0.0,0.0,0.0,5.21,0.83,0.0
20231124:0110,0.0,0.0,0.0,0.0,0.0,4.59,1.03,0.0
20231124:0210,0.0,0.0,0.0,0.0,0.0,4.41,0.83,0.0
20231124:0310,0.0,0.0,0.0,0.0,0.0,4.04,0.9,0.0
20231124:0410,0.0,0.0,0.0,0.0,0.0,2.63,1.17,0.0
20231124:0510,0.0,0.0,0.0,0.0,0.0,2.72,1.03,0.0
20231124:0610,0.0,0.0,0.0,0.0,0.0,3.25,0.76,0.0
20231124:0710,590.22,74.18,53.63,1.3,6.04,2.62,0.34,0.0
20231124:0810,2415.0,360.11,121.86,4.6,13.82,3.66,0.41,0.0
20231124:0910,3119.64,482.85,160.82,6.93,19.84,5.84,0.28,0.0
20231124:1010,3531.12,571.8,180.61,8.45,23.57,8.03,0.28,0.0
20231124:1110,3545.76,563.75,194.32,8.72,24.6,9.81,0.62,0.0
20231124:1210,3333.3,523.13,184.58,8.0,22.8,10.93,0.76,0.0
20231124:1310,2806.02,432.76,154.72,6.26,18.39,11.42,0.48,0.0
20231124:1410,1678.98,230.88,114.85,3.49,11.83,11.39,0.34,0.0
20231124:1510,229.98,37.69,23.7,0.63,3.66,10.68,1.03,0.0
20231124:1610,0.0,0.0,0.0,0.0,0.0,8.92,2.07,0.0
20231124:1710,0.0,0.0,0.0,0.0,0.0,7.36,2.14,0.0
20231124:1810,0.0,0.0,0.0,0.0,0.0,6.34,1.79,0.0
20231124:1910,0.0,0.0,0.0,0.0,0.0,4.93,1.66,0.0
20231124:2010,0.0,0.0,0.0,0.0,0.0,4.41,1.59,0.0
20231124:2110,0.0,0.0,0.0,0.0,0.0,3.89,1.79,0.0
20231124:2210,0.0,0.0,0.0,0.0,0.0,3.49,1.79,0.0
20231124:2310,0.0,0.0,0.0,0.0,0.0,3.29,1.52,0.0
20231125:0010,0.0,0.0,0.0,0.0,0.0,3.57,2.28,0.0
20231125:0110,0.0,0.0,0.0,0.0,0.0,3.94,2.62,0.0
20231125:0210,0.0,0.0,0.0,0.0,0.0,4.14,2.69,0.0
20231125:0310,0.0,0.0,0.0,0.0,0.0,3.98,2.9,0.0
20231125:0410,0.0,0.0,0.0,0.0,0.0,3.82,3.24,0.0
20231125:0510,0.0,0.0,0.0,0.0,0.0,3.81,3.79,0.0
20231125:0610,0.0,0.0,0.0,0.0,0.0,3.82,4.34,0.0
20231125:0710,954.66,134.84,62.22,1.5,5.84,4.97,4.76,0.0
20231125:0810,2489.28,361.64,124.88,4.6,13.61,6.26,4.55,0.0
20231125:0910,3266.58,488.98,164.24,6.97,19.63,8.23,4.0,0.0
20231125:1010,3749.34,577.65,185.39,8.52,23.36,9.98,4.48,0.0
20231125:1110,3698.82,547.61,204.99,8.69,24.4,10.83,4.83,0.0
